Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
131	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
132	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
133	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
134	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
135	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
136	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
137	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1
138	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1
139	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1
140	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1
141	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1
142	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0
143	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1
144	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1
145	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1
146	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1
147	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1
148	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
149	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0
150	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
151	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0
152	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0
153	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0
154	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0
155	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0
156	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0
157	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0
158	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1
159	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1
160	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1
161	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1
162	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1
163	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1
164	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1
165	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1
166	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1
167	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1
168	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1
169	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
170	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
171	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
172	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
174	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
176	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0
177	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
178	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
179	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0
180	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1
181	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1
182	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0
183	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
184	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1
185	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1
186	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
187	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1
188	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1
189	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1
190	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0
191	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1
192	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1
193	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0
194	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0
195	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0
196	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1
197	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0
198	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1
199	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0
200	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1
201	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
202	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1
203	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1
204	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1
205	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1
206	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1
207	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1
208	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1
209	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1
