Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
44	0.3320328	0.4230599	0.9554963	1.0000000	0.4095071	1.0000000	0.3036351	0.3796072	0.9569990	0.8671656	0.7564146	1.0000000	1.0000000	0.2310295	0.7284318	0.5937891	0.9353361	1.0000000	0.4655845	0.9999197	0.3224497	0.3778243	0.8092984	0.9931159	1.0000000	0.0556804	0.4455418	0.4509436	0.7819907	0.8165173	0.8242654	0.1929679	0.1882802	0.4375956	0.3452850	0.3605577	0.6744588	0.4121708	0.9981999	0.5822217	0.6615232	0.0787985	0.4746166	0.6533154	0.6071810	0.2480672	0.8236164	0.8224378	0.8069581	0.6934014
45	0.3341410	0.4224457	0.9554787	1.0000000	0.4090921	1.0000000	0.3036341	0.3716831	0.9569990	0.8672761	0.7533653	1.0000000	1.0000000	0.2310299	0.7291684	0.5944874	0.9353361	1.0000000	0.4620053	0.9999195	0.3178621	0.3793098	0.8061569	0.9931499	1.0000000	0.0556701	0.4456844	0.4510106	0.7815582	0.8164446	0.8242638	0.1929934	0.1893160	0.4375021	0.3452800	0.3606687	0.6744583	0.4114045	0.9982031	0.5845148	0.6615461	0.0787987	0.4729267	0.6533038	0.6083559	0.2477843	0.8238511	0.8223267	0.8070164	0.6930184
46	0.3363020	0.4217915	0.9554600	1.0000000	0.4086516	1.0000000	0.3036331	0.3639441	0.9569990	0.8673916	0.7503895	1.0000000	1.0000000	0.2310302	0.7298832	0.5952263	0.9353361	1.0000000	0.4584267	0.9999192	0.3134824	0.3808374	0.8029513	0.9931857	1.0000000	0.0556590	0.4458064	0.4510839	0.7811228	0.8163688	0.8242620	0.1930197	0.1904022	0.4374032	0.3452746	0.3607804	0.6744578	0.4106102	0.9982064	0.5868195	0.6615703	0.0787989	0.4711351	0.6532799	0.6096030	0.2474804	0.8241132	0.8222134	0.8070793	0.6925536
47	0.3385146	0.4210956	0.9554402	1.0000000	0.4081843	1.0000000	0.3036319	0.3563858	0.9569990	0.8675122	0.7474854	1.0000000	1.0000000	0.2310306	0.7305770	0.5960064	0.9353361	1.0000000	0.4548545	0.9999189	0.3093012	0.3824067	0.7996821	0.9932235	1.0000000	0.0556471	0.4459091	0.4511633	0.7806853	0.8162895	0.8242600	0.1930470	0.1915400	0.4372989	0.3452687	0.3608927	0.6744571	0.4097880	0.9982099	0.5891320	0.6615958	0.0787991	0.4692402	0.6532431	0.6109249	0.2471545	0.8244024	0.8220979	0.8071470	0.6920135
48	0.3407773	0.4203562	0.9554193	1.0000000	0.4076888	1.0000000	0.3036306	0.3490040	0.9569990	0.8676380	0.7446513	1.0000000	1.0000000	0.2310311	0.7312502	0.5968282	0.9353361	1.0000000	0.4512939	0.9999185	0.3053094	0.3840173	0.7963498	0.9932632	1.0000000	0.0556342	0.4459941	0.4512490	0.7802462	0.8162069	0.8242578	0.1930751	0.1927303	0.4371892	0.3452625	0.3610054	0.6744564	0.4089378	0.9982135	0.5914483	0.6616227	0.0787993	0.4672405	0.6531928	0.6123241	0.2468058	0.8247186	0.8219804	0.8072195	0.6914041
49	0.3430888	0.4195715	0.9553972	1.0000000	0.4071636	1.0000000	0.3036292	0.3417946	0.9569990	0.8677690	0.7418854	1.0000000	1.0000000	0.2310316	0.7319036	0.5976921	0.9353361	1.0000000	0.4477502	0.9999181	0.3014984	0.3856685	0.7929549	0.9933047	1.0000000	0.0556205	0.4460626	0.4513410	0.7798060	0.8161207	0.8242553	0.1931043	0.1939742	0.4370740	0.3452558	0.3611185	0.6744556	0.4080597	0.9982173	0.5937649	0.6616511	0.0787995	0.4651350	0.6531284	0.6138027	0.2464335	0.8250617	0.8218610	0.8072969	0.6907315
50	0.3454477	0.4187398	0.9553739	1.0000000	0.4066075	1.0000000	0.3036277	0.3347535	0.9569990	0.8679055	0.7391863	1.0000000	1.0000000	0.2310321	0.7325377	0.5985984	0.9353361	1.0000000	0.4442285	0.9999176	0.2978602	0.3873601	0.7894982	0.9933482	1.0000000	0.0556059	0.4461157	0.4514392	0.7793654	0.8160310	0.8242527	0.1931344	0.1952726	0.4369532	0.3452486	0.3612318	0.6744547	0.4071538	0.9982212	0.5960783	0.6616810	0.0787998	0.4629234	0.6530494	0.6153631	0.2460367	0.8254314	0.8217398	0.8073794	0.6900019
51	0.3478524	0.4178591	0.9553495	1.0000000	0.4060187	1.0000000	0.3036260	0.3502881	0.9569990	0.8680473	0.7454713	1.0000000	1.0000000	0.2310327	0.7303926	0.5995472	0.9353361	1.0000000	0.4407335	0.9999154	0.3296731	0.3890912	0.7877016	0.9933936	1.0000000	0.0555902	0.4357005	0.4515436	0.7789249	0.8159375	0.8242498	0.1931655	0.1966264	0.4368269	0.3452410	0.3613452	0.6744538	0.4062203	0.9982253	0.5983849	0.6617125	0.0788001	0.4606057	0.6529551	0.6170072	0.2456147	0.8269143	0.8216169	0.8074669	0.6817667
52	0.3503015	0.4169276	0.9553239	1.0000000	0.4053959	1.0000000	0.3036241	0.3654600	0.9569990	0.8681946	0.7516050	1.0000000	1.0000000	0.2310334	0.7283111	0.6005388	0.9353361	1.0000000	0.4372699	0.9999131	0.3600446	0.3908614	0.7858031	0.9934409	1.0000000	0.0555736	0.4261559	0.4516540	0.7784852	0.8158402	0.8242467	0.1931976	0.1980364	0.4366950	0.3452329	0.3614587	0.6744527	0.4052593	0.9982295	0.6006817	0.6617456	0.0788004	0.4581825	0.6528451	0.6187371	0.2451667	0.8283919	0.8214924	0.8075597	0.6736351
53	0.3527818	0.4159468	0.9552971	1.0000000	0.4047405	1.0000000	0.3036221	0.3802776	0.9569990	0.8683471	0.7575908	1.0000000	1.0000000	0.2310341	0.7262911	0.6015732	0.9353361	1.0000000	0.4338586	0.9999108	0.3890401	0.3926574	0.7838224	0.9934900	1.0000000	0.0555559	0.4174081	0.4517710	0.7780491	0.8157394	0.8242434	0.1932307	0.1995002	0.4365575	0.3452243	0.3615718	0.6744516	0.4042733	0.9982339	0.6029628	0.6617804	0.0788007	0.4556755	0.6527179	0.6205427	0.2446918	0.8298634	0.8213672	0.8076580	0.6656251
54	0.3552810	0.4149187	0.9552690	1.0000000	0.4040542	1.0000000	0.3036199	0.3947491	0.9569990	0.8685043	0.7634324	1.0000000	1.0000000	0.2310349	0.7243311	0.6026502	0.9353361	1.0000000	0.4305176	0.9999085	0.4167218	0.3944666	0.7817779	0.9935409	1.0000000	0.0555371	0.4093896	0.4518951	0.7776193	0.8156353	0.8242399	0.1932646	0.2010155	0.4364145	0.3452151	0.3616842	0.6744503	0.4032645	0.9982383	0.6052230	0.6618170	0.0788011	0.4531059	0.6525719	0.6224137	0.2441893	0.8313279	0.8212423	0.8077618	0.6577526
55	0.3577879	0.4138456	0.9552398	1.0000000	0.4033390	1.0000000	0.3036175	0.4088827	0.9569990	0.8686659	0.7691332	1.0000000	1.0000000	0.2310357	0.7224290	0.6037696	0.9353361	1.0000000	0.4272625	0.9999060	0.4431493	0.3962767	0.7796867	0.9935935	1.0000000	0.0555172	0.4020386	0.4520265	0.7771980	0.8155282	0.8242362	0.1932994	0.2025799	0.4362659	0.3452054	0.3617954	0.6744489	0.4022350	0.9982429	0.6074580	0.6618552	0.0788015	0.4504942	0.6524058	0.6243397	0.2436585	0.8327846	0.8211184	0.8078716	0.6500313
56	0.3602921	0.4127300	0.9552093	1.0000000	0.4025970	1.0000000	0.3036149	0.4226863	0.9569990	0.8688314	0.7746966	1.0000000	1.0000000	0.2310366	0.7205834	0.6049312	0.9353361	1.0000000	0.4241065	0.9999035	0.4683794	0.3980765	0.7775650	0.9936479	1.0000000	0.0554961	0.3952986	0.4521658	0.7767874	0.8154185	0.8242322	0.1933350	0.2041910	0.4361119	0.3451951	0.3619051	0.6744473	0.4011872	0.9982477	0.6096641	0.6618951	0.0788019	0.4478595	0.6522183	0.6263102	0.2430987	0.8342327	0.8209964	0.8079876	0.6424728
57	0.3627844	0.4115748	0.9551775	1.0000000	0.4018304	1.0000000	0.3036121	0.4361676	0.9569990	0.8690006	0.7801260	1.0000000	1.0000000	0.2310376	0.7187924	0.6061345	0.9353361	1.0000000	0.4210608	0.9999009	0.4924664	0.3998554	0.7754273	0.9937039	1.0000000	0.0554739	0.3891178	0.4523134	0.7763892	0.8153063	0.8242282	0.1933712	0.2058465	0.4359524	0.3451843	0.3620131	0.6744456	0.4001230	0.9982525	0.6118382	0.6619368	0.0788024	0.4452197	0.6520083	0.6283151	0.2425092	0.8356713	0.8208770	0.8081098	0.6350874
58	0.3652559	0.4103832	0.9551445	1.0000000	0.4010415	1.0000000	0.3036091	0.4493340	0.9569990	0.8691730	0.7854245	1.0000000	1.0000000	0.2310386	0.7170545	0.6073788	0.9353361	1.0000000	0.4181352	0.9998982	0.5154620	0.4016039	0.7732875	0.9937614	1.0000000	0.0554504	0.3834488	0.4524694	0.7760050	0.8151920	0.8242239	0.1934081	0.2075438	0.4357876	0.3451728	0.3621190	0.6744437	0.3990446	0.9982575	0.6139775	0.6619803	0.0788029	0.4425914	0.6517748	0.6303446	0.2418896	0.8370998	0.8207611	0.8082386	0.6278834
59	0.3676991	0.4091585	0.9551103	1.0000000	0.4002328	1.0000000	0.3036059	0.4621930	0.9569990	0.8693482	0.7905953	1.0000000	1.0000000	0.2310398	0.7153681	0.6086635	0.9353361	1.0000000	0.4153376	0.9998955	0.5374157	0.4033131	0.7711579	0.9938204	1.0000000	0.0554256	0.3782483	0.4526344	0.7756363	0.8150759	0.8242195	0.1934456	0.2092804	0.4356175	0.3451607	0.3622225	0.6744415	0.3979538	0.9982625	0.6160797	0.6620255	0.0788034	0.4399894	0.6515169	0.6323897	0.2412394	0.8385176	0.8206494	0.8083742	0.6208684
60	0.3701069	0.4079043	0.9550749	1.0000000	0.3994069	1.0000000	0.3036024	0.4747517	0.9569990	0.8695259	0.7956415	1.0000000	1.0000000	0.2310410	0.7137317	0.6099875	0.9353361	1.0000000	0.4126748	0.9998926	0.5583747	0.4049753	0.7690501	0.9938809	1.0000000	0.0553996	0.3734767	0.4528084	0.7752842	0.8149583	0.8242150	0.1934837	0.2110539	0.4354424	0.3451480	0.3623235	0.6744392	0.3968526	0.9982677	0.6181431	0.6620725	0.0788040	0.4374275	0.6512337	0.6344419	0.2405580	0.8399239	0.8205424	0.8085166	0.6140484
61	0.3724729	0.4066243	0.9550382	1.0000000	0.3985664	1.0000000	0.3035987	0.4870171	0.9569990	0.8697057	0.8005662	1.0000000	1.0000000	0.2310423	0.7121439	0.6113499	0.9353361	1.0000000	0.4101523	0.9998897	0.5783841	0.4065835	0.7669746	0.9939426	1.0000000	0.0553722	0.3690976	0.4529918	0.7749497	0.8148395	0.8242104	0.1935223	0.2128616	0.4352622	0.3451347	0.3624215	0.6744366	0.3957428	0.9982730	0.6201661	0.6621214	0.0788046	0.4349176	0.6509247	0.6364934	0.2398454	0.8413183	0.8204408	0.8086660	0.6074287
62	0.3747918	0.4053223	0.9550004	1.0000000	0.3977138	1.0000000	0.3035947	0.4989961	0.9569990	0.8698872	0.8053721	1.0000000	1.0000000	0.2310437	0.7106031	0.6127494	0.9353361	1.0000000	0.4077747	0.9998867	0.5974869	0.4081317	0.7649409	0.9940056	1.0000000	0.0553436	0.3650778	0.4531846	0.7746336	0.8147197	0.8242058	0.1935613	0.2147008	0.4350773	0.3451207	0.3625165	0.6744337	0.3946263	0.9982783	0.6221473	0.6621721	0.0788053	0.4324705	0.6505892	0.6385374	0.2391011	0.8427001	0.8203451	0.8088226	0.6010134
63	0.3770584	0.4040020	0.9549614	1.0000000	0.3968519	1.0000000	0.3035905	0.5106954	0.9569990	0.8700701	0.8100623	1.0000000	1.0000000	0.2310452	0.7091080	0.6141847	0.9353361	1.0000000	0.4055456	0.9998835	0.6157242	0.4096147	0.7629577	0.9940697	1.0000000	0.0553136	0.3613870	0.4533871	0.7743367	0.8145994	0.8242010	0.1936007	0.2165690	0.4348878	0.3451061	0.3626081	0.6744306	0.3935049	0.9982837	0.6240859	0.6622246	0.0788060	0.4300956	0.6502269	0.6405677	0.2383251	0.8440688	0.8202559	0.8089864	0.5948062
64	0.3792684	0.4026675	0.9549213	1.0000000	0.3959832	1.0000000	0.3035860	0.5221215	0.9569990	0.8702540	0.8146394	1.0000000	1.0000000	0.2310468	0.7076573	0.6156542	0.9353361	1.0000000	0.4034676	0.9998803	0.6331352	0.4110284	0.7610326	0.9941348	1.0000000	0.0552822	0.3579974	0.4535993	0.7740594	0.8144787	0.8241962	0.1936405	0.2184634	0.4346938	0.3450907	0.3626962	0.6744272	0.3923802	0.9982892	0.6259811	0.6622791	0.0788068	0.4278008	0.6498374	0.6425788	0.2375173	0.8454239	0.8201735	0.8091575	0.5888096
65	0.3814181	0.4013226	0.9548800	1.0000000	0.3951103	1.0000000	0.3035812	0.5332807	0.9569990	0.8704386	0.8191062	1.0000000	1.0000000	0.2310485	0.7062496	0.6171564	0.9353361	1.0000000	0.4015430	0.9998770	0.6497573	0.4123691	0.7591727	0.9942009	1.0000000	0.0552494	0.3548836	0.4538214	0.7738022	0.8143579	0.8241914	0.1936806	0.2203813	0.4344957	0.3450747	0.3627805	0.6744234	0.3912540	0.9982948	0.6278322	0.6623354	0.0788077	0.4255932	0.6494207	0.6445662	0.2366778	0.8467651	0.8200984	0.8093360	0.5830258
66	0.3835040	0.3999711	0.9548377	1.0000000	0.3942359	1.0000000	0.3035762	0.5441794	0.9569990	0.8706236	0.8234654	1.0000000	1.0000000	0.2310503	0.7048837	0.6186896	0.9353361	1.0000000	0.3997730	0.9998735	0.6656263	0.4136342	0.7573842	0.9942678	1.0000000	0.0552152	0.3520223	0.4540532	0.7735653	0.8142374	0.8241866	0.1937209	0.2223199	0.4342936	0.3450581	0.3628610	0.6744193	0.3901278	0.9983004	0.6296388	0.6623936	0.0788085	0.4234782	0.6489765	0.6465258	0.2358068	0.8480918	0.8200308	0.8095219	0.5774564
67	0.3855235	0.3986169	0.9547944	1.0000000	0.3933624	1.0000000	0.3035708	0.5548236	0.9569990	0.8708086	0.8277195	1.0000000	1.0000000	0.2310522	0.7035584	0.6202518	0.9353361	1.0000000	0.3981584	0.9998700	0.6807763	0.4148215	0.7556725	0.9943353	1.0000000	0.0551797	0.3493922	0.4542948	0.7733489	0.8141173	0.8241819	0.1937615	0.2242765	0.4340878	0.3450407	0.3629373	0.6744149	0.3890033	0.9983060	0.6314009	0.6624538	0.0788095	0.4214603	0.6485051	0.6484544	0.2349045	0.8494038	0.8199710	0.8097153	0.5721021
68	0.3874742	0.3972637	0.9547500	1.0000000	0.3924923	1.0000000	0.3035652	0.5652192	0.9569990	0.8709933	0.8318711	1.0000000	1.0000000	0.2310543	0.7022724	0.6218412	0.9353361	1.0000000	0.3966994	0.9998663	0.6952398	0.4159296	0.7540425	0.9944035	1.0000000	0.0551427	0.3469739	0.4545462	0.7731531	0.8139980	0.8241771	0.1938022	0.2262483	0.4338786	0.3450226	0.3630093	0.6744101	0.3878819	0.9983117	0.6331181	0.6625158	0.0788105	0.4195431	0.6480065	0.6503491	0.2339712	0.8507006	0.8199193	0.8099160	0.5669634
69	0.3893541	0.3959151	0.9547048	1.0000000	0.3916280	1.0000000	0.3035592	0.5753721	0.9569990	0.8711774	0.8359227	1.0000000	1.0000000	0.2310564	0.7010246	0.6234556	0.9353361	1.0000000	0.3953958	0.9998626	0.7090481	0.4169577	0.7524981	0.9944721	1.0000000	0.0551044	0.3447497	0.4548073	0.7729778	0.8138796	0.8241724	0.1938430	0.2282326	0.4336664	0.3450039	0.3630768	0.6744049	0.3867652	0.9983174	0.6347906	0.6625798	0.0788116	0.4177288	0.6474811	0.6522079	0.2330074	0.8519820	0.8198757	0.8101240	0.5620402
70	0.3911616	0.3945746	0.9546587	1.0000000	0.3907717	1.0000000	0.3035530	0.5852878	0.9569990	0.8713608	0.8398766	1.0000000	1.0000000	0.2310587	0.6998140	0.6250931	0.9353361	1.0000000	0.3942468	0.9998587	0.7222307	0.4179054	0.7510430	0.9945412	1.0000000	0.0550647	0.3427032	0.4550779	0.7728230	0.8137625	0.8241677	0.1938839	0.2302265	0.4334514	0.3449844	0.3631397	0.6743993	0.3856545	0.9983231	0.6364185	0.6626457	0.0788127	0.4160190	0.6469291	0.6540290	0.2320136	0.8532476	0.8198403	0.8103394	0.5573320
71	0.3928957	0.3932455	0.9546117	1.0000000	0.3899255	1.0000000	0.3035464	0.5949720	0.9569990	0.8715429	0.8437353	1.0000000	1.0000000	0.2310611	0.6986392	0.6267513	0.9353361	1.0000000	0.3932513	0.9998547	0.7348160	0.4187730	0.7496799	0.9946105	1.0000000	0.0550236	0.3408197	0.4553579	0.7726885	0.8136468	0.8241630	0.1939248	0.2322273	0.4332339	0.3449643	0.3631978	0.6743933	0.3845513	0.9983289	0.6380019	0.6627136	0.0788139	0.4144142	0.6463513	0.6558111	0.2309904	0.8544972	0.8198133	0.8105619	0.5528378
72	0.3945553	0.3919311	0.9545640	1.0000000	0.3890916	1.0000000	0.3035395	0.6044301	0.9569990	0.8717238	0.8475009	1.0000000	1.0000000	0.2310636	0.6974995	0.6284281	0.9353361	1.0000000	0.3924076	0.9998506	0.7468311	0.4195609	0.7484112	0.9946800	1.0000000	0.0549811	0.3390855	0.4556471	0.7725741	0.8135327	0.8241584	0.1939656	0.2342323	0.4330143	0.3449435	0.3632509	0.6743869	0.3834569	0.9983346	0.6395413	0.6627833	0.0788152	0.4129142	0.6457480	0.6575531	0.2299384	0.8557306	0.8197945	0.8107916	0.5485561
73	0.3961400	0.3906343	0.9545156	1.0000000	0.3882719	1.0000000	0.3035322	0.6136673	0.9569990	0.8719030	0.8511759	1.0000000	1.0000000	0.2310663	0.6963936	0.6301210	0.9353361	1.0000000	0.3917140	0.9998464	0.7583018	0.4202700	0.7472387	0.9947496	1.0000000	0.0549373	0.3374882	0.4559454	0.7724794	0.8134205	0.8241538	0.1940063	0.2362387	0.4327930	0.3449219	0.3632989	0.6743800	0.3823726	0.9983403	0.6410369	0.6628550	0.0788165	0.4115180	0.6451200	0.6592546	0.2288585	0.8569475	0.8197841	0.8110283	0.5444853
74	0.3976494	0.3893580	0.9544666	1.0000000	0.3874682	1.0000000	0.3035246	0.6226889	0.9569990	0.8720803	0.8547622	1.0000000	1.0000000	0.2310690	0.6953206	0.6318279	0.9353361	1.0000000	0.3911681	0.9998421	0.7692528	0.4209017	0.7461636	0.9948191	1.0000000	0.0548921	0.3360164	0.4562525	0.7724041	0.8133103	0.8241492	0.1940468	0.2382439	0.4325704	0.3448997	0.3633417	0.6743727	0.3812996	0.9983460	0.6424892	0.6629285	0.0788179	0.4102239	0.6444682	0.6609150	0.2277514	0.8581478	0.8197818	0.8112718	0.5406232
75	0.3990836	0.3881049	0.9544171	1.0000000	0.3866822	1.0000000	0.3035167	0.6314997	0.9569990	0.8722556	0.8582622	1.0000000	1.0000000	0.2310720	0.6942796	0.6335462	0.9353361	1.0000000	0.3907675	0.9998377	0.7797077	0.4214574	0.7451868	0.9948885	1.0000000	0.0548456	0.3346599	0.4565681	0.7723479	0.8132023	0.8241445	0.1940870	0.2402452	0.4323467	0.3448769	0.3633791	0.6743649	0.3802390	0.9983516	0.6438988	0.6630040	0.0788194	0.4090299	0.6437932	0.6625343	0.2266181	0.8593313	0.8197876	0.8115220	0.5369673
76	0.4004427	0.3868776	0.9543670	1.0000000	0.3859156	1.0000000	0.3035085	0.6401048	0.9569990	0.8724285	0.8616778	1.0000000	1.0000000	0.2310750	0.6932695	0.6352736	0.9353361	1.0000000	0.3905093	0.9998332	0.7896888	0.4219388	0.7443086	0.9949578	1.0000000	0.0547979	0.3334092	0.4568919	0.7723104	0.8130966	0.8241397	0.1941269	0.2422399	0.4321225	0.3448533	0.3634109	0.6743566	0.3791921	0.9983572	0.6452661	0.6630812	0.0788210	0.4079332	0.6430962	0.6641123	0.2254595	0.8604978	0.8198014	0.8117788	0.5335147
77	0.4017270	0.3856783	0.9543167	1.0000000	0.3851697	1.0000000	0.3034999	0.6485090	0.9569990	0.8725990	0.8650111	1.0000000	1.0000000	0.2310783	0.6922895	0.6370077	0.9353361	1.0000000	0.3903905	0.9998286	0.7992177	0.4223480	0.7435290	0.9950267	1.0000000	0.0547488	0.3322555	0.4572237	0.7722910	0.8129935	0.8241349	0.1941665	0.2442254	0.4318982	0.3448292	0.3634370	0.6743478	0.3781599	0.9983628	0.6465917	0.6631603	0.0788226	0.4069309	0.6423781	0.6656492	0.2242765	0.8616473	0.8198229	0.8120419	0.5302623
78	0.4029373	0.3845091	0.9542660	1.0000000	0.3844459	1.0000000	0.3034910	0.6567169	0.9569990	0.8727669	0.8682640	1.0000000	1.0000000	0.2310816	0.6913388	0.6387461	0.9353361	1.0000000	0.3904077	0.9998239	0.8083148	0.4226869	0.7428476	0.9950953	1.0000000	0.0546986	0.3311910	0.4575632	0.7722894	0.8128930	0.8241298	0.1942055	0.2461994	0.4316740	0.3448043	0.3634573	0.6743385	0.3771435	0.9983682	0.6478762	0.6632412	0.0788243	0.4060194	0.6416400	0.6671452	0.2230704	0.8627796	0.8198519	0.8123111	0.5272067
79	0.4040743	0.3833720	0.9542151	1.0000000	0.3837455	1.0000000	0.3034817	0.6647331	0.9569990	0.8729319	0.8714386	1.0000000	1.0000000	0.2310851	0.6904164	0.6404863	0.9353361	1.0000000	0.3905575	0.9998191	0.8169998	0.4229580	0.7422636	0.9951634	1.0000000	0.0546471	0.3302084	0.4579099	0.7723050	0.8127952	0.8241245	0.1942440	0.2481591	0.4314506	0.3447789	0.3634717	0.6743287	0.3761438	0.9983736	0.6491204	0.6633239	0.0788261	0.4051953	0.6408830	0.6686007	0.2218420	0.8638947	0.8198883	0.8125863	0.5243440
80	0.4051389	0.3822688	0.9541641	1.0000000	0.3830695	1.0000000	0.3034720	0.6725621	0.9569990	0.8730939	0.8745367	1.0000000	1.0000000	0.2310888	0.6895215	0.6422259	0.9353361	1.0000000	0.3908361	0.9998142	0.8252913	0.4231633	0.7417760	0.9952311	1.0000000	0.0545945	0.3293012	0.4582637	0.7723372	0.8127002	0.8241189	0.1942818	0.2501023	0.4312282	0.3447528	0.3634801	0.6743184	0.3751618	0.9983789	0.6503249	0.6634083	0.0788280	0.4044547	0.6401084	0.6700161	0.2205927	0.8649925	0.8199317	0.8128672	0.5216705
81	0.4061320	0.3812010	0.9541131	1.0000000	0.3824188	1.0000000	0.3034621	0.6802084	0.9569990	0.8732527	0.8775601	1.0000000	1.0000000	0.2310926	0.6886533	0.6439627	0.9353361	1.0000000	0.3912396	0.9998092	0.8332071	0.4233055	0.7413833	0.9952981	1.0000000	0.0545407	0.3284634	0.4586240	0.7723857	0.8126083	0.8241129	0.1943189	0.2520266	0.4310074	0.3447261	0.3634822	0.6743075	0.3741983	0.9983841	0.6514903	0.6634943	0.0788299	0.4037937	0.6393175	0.6713916	0.2193235	0.8660729	0.8199819	0.8131536	0.5191817
82	0.4070550	0.3801701	0.9540621	1.0000000	0.3817944	1.0000000	0.3034517	0.6876760	0.9569990	0.8734083	0.8805106	1.0000000	1.0000000	0.2310965	0.6878110	0.6456941	0.9353361	1.0000000	0.3917642	0.9998042	0.8407642	0.4233869	0.7410840	0.9953645	1.0000000	0.0544859	0.3276894	0.4589905	0.7724497	0.8125193	0.8241064	0.1943552	0.2539296	0.4307885	0.3446988	0.3634780	0.6742961	0.3732542	0.9983891	0.6526175	0.6635820	0.0788319	0.4032084	0.6385115	0.6727279	0.2180357	0.8671358	0.8200387	0.8134452	0.5168734
83	0.4079090	0.3791773	0.9540113	1.0000000	0.3811969	1.0000000	0.3034411	0.6949693	0.9569990	0.8735605	0.8833901	1.0000000	1.0000000	0.2311006	0.6869939	0.6474179	0.9353361	1.0000000	0.3924055	0.9997991	0.8479790	0.4234101	0.7408763	0.9954302	1.0000000	0.0544300	0.3269742	0.4593628	0.7725289	0.8124335	0.8240993	0.1943906	0.2558091	0.4305721	0.3446710	0.3634674	0.6742842	0.3723303	0.9983941	0.6537070	0.6636713	0.0788340	0.4026947	0.6376918	0.6740252	0.2167304	0.8681814	0.8201017	0.8137418	0.5147410
84	0.4086955	0.3782236	0.9539608	1.0000000	0.3806270	1.0000000	0.3034301	0.7020923	0.9569990	0.8737091	0.8862001	1.0000000	1.0000000	0.2311049	0.6862012	0.6491319	0.9353361	1.0000000	0.3931593	0.9997940	0.8548668	0.4233775	0.7407580	0.9954951	1.0000000	0.0543730	0.3263133	0.4597405	0.7726225	0.8123508	0.8240915	0.1944250	0.2576630	0.4303584	0.3446426	0.3634503	0.6742717	0.3714274	0.9983988	0.6547597	0.6637621	0.0788362	0.4022488	0.6368598	0.6752841	0.2154089	0.8692094	0.8201707	0.8140432	0.5127795
85	0.4094157	0.3773099	0.9539106	1.0000000	0.3800852	1.0000000	0.3034187	0.7090489	0.9569990	0.8738541	0.8889425	1.0000000	1.0000000	0.2311093	0.6854322	0.6508338	0.9353361	1.0000000	0.3940214	0.9997888	0.8614426	0.4232916	0.7407270	0.9955592	1.0000000	0.0543152	0.3257024	0.4601232	0.7727301	0.8122713	0.8240830	0.1944583	0.2594891	0.4301481	0.3446137	0.3634266	0.6742587	0.3705460	0.9984035	0.6557763	0.6638543	0.0788384	0.4018668	0.6360170	0.6765051	0.2140724	0.8702200	0.8202453	0.8143491	0.5109841
86	0.4100713	0.3764371	0.9538609	1.0000000	0.3795719	1.0000000	0.3034070	0.7158431	0.9569990	0.8739954	0.8916188	1.0000000	1.0000000	0.2311139	0.6846862	0.6525213	0.9353361	1.0000000	0.3949872	0.9997836	0.8677204	0.4231550	0.7407808	0.9956224	1.0000000	0.0542564	0.3251378	0.4605104	0.7728510	0.8121951	0.8240735	0.1944905	0.2612855	0.4299414	0.3445843	0.3633962	0.6742451	0.3696870	0.9984079	0.6567576	0.6639479	0.0788408	0.4015449	0.6351647	0.6776884	0.2127223	0.8712132	0.8203252	0.8146592	0.5093497
87	0.4106637	0.3756056	0.9538117	1.0000000	0.3790873	1.0000000	0.3033950	0.7224787	0.9569990	0.8741329	0.8942305	1.0000000	1.0000000	0.2311186	0.6839625	0.6541925	0.9353361	1.0000000	0.3960522	0.9997783	0.8737138	0.4229702	0.7409171	0.9956848	1.0000000	0.0541967	0.3246159	0.4609018	0.7729848	0.8121222	0.8240630	0.1945213	0.2630501	0.4297388	0.3445543	0.3633589	0.6742310	0.3688508	0.9984122	0.6577042	0.6640429	0.0788432	0.4012796	0.6343045	0.6788346	0.2113597	0.8721889	0.8204102	0.8149733	0.5078711
88	0.4111945	0.3748160	0.9537632	1.0000000	0.3786319	1.0000000	0.3033826	0.7289593	0.9569990	0.8742665	0.8967794	1.0000000	1.0000000	0.2311234	0.6832605	0.6558451	0.9353361	1.0000000	0.3972120	0.9997731	0.8794357	0.4227395	0.7411332	0.9957462	1.0000000	0.0541363	0.3241336	0.4612969	0.7731307	0.8120526	0.8240513	0.1945507	0.2647811	0.4295408	0.3445239	0.3633148	0.6742163	0.3680380	0.9984163	0.6586169	0.6641391	0.0788456	0.4010673	0.6334378	0.6799441	0.2099859	0.8731471	0.8204998	0.8152911	0.5065432
