Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
100	0.2761973	0.2872673	0.6309675	0.6103003	0.6415237	0.6582363	0.1859292	0.6126064	0.5932139	0.6110127	0.5749692	0.5796544	0.0768042	0.1236464	0.4051638	0.0497482	0.6056990	0.6745069	0.4555992	0.6772304	0.6661608	0.1412007	0.6790828	0.6269682	0.6022737	0.0247015	0.2623051	0.3715588	0.5526003	0.3318562	0.6478411	0.1669009	0.4078661	0.2116592	0.3301380	0.2437812	0.4568879	0.4092466	0.6395210	0.3773548	0.6661926	0.0929052	0.3403704	0.4140302	0.3651196	0.1803787	0.5823031	0.6722971	0.4153439	0.3150639
150	0.2552205	0.3335822	0.7963597	0.6565513	0.6150228	0.6730558	0.3351762	0.6114481	0.6237556	0.5585809	0.6941121	0.4670672	0.0175239	0.1204911	0.4400638	0.0110422	0.6073915	0.6984243	0.4282540	0.6960738	0.8361665	0.2635733	0.6328100	0.5550637	0.6702355	0.0363335	0.4360307	0.3124891	0.5146437	0.3596772	0.6066113	0.2573081	0.3821780	0.2255544	0.2772344	0.2181874	0.4820319	0.3322886	0.6024173	0.4600384	0.6777394	0.0667208	0.3555212	0.5944524	0.3575553	0.2098550	0.6520068	0.6921803	0.3316868	0.3378043
200	0.1570387	0.1797790	0.7396003	0.7310413	0.7077013	0.8066531	0.2406265	0.6274368	0.3418541	0.6803670	0.8182258	0.4750727	0.0187799	0.1685330	0.4159845	0.0067362	0.5561844	0.6434997	0.5000589	0.6774732	0.6847527	0.2605926	0.6266384	0.4406942	0.7426600	0.0716762	0.2512038	0.2885635	0.5115451	0.3339624	0.5783585	0.2361240	0.3825963	0.1235159	0.3186177	0.2298305	0.4471925	0.3380295	0.7135351	0.4787684	0.8360662	0.0758181	0.4133956	0.4712189	0.3820238	0.0969948	0.6298847	0.6786546	0.4176279	0.3749065
250	0.2101898	0.1823481	0.8005087	0.7940449	0.6745154	0.6032531	0.2029932	0.5313081	0.2271145	0.6621690	0.6738147	0.5705901	0.0138112	0.1773010	0.4088026	0.0152090	0.6567548	0.5153484	0.5832671	0.5826593	0.5473149	0.2884290	0.6120496	0.5126962	0.6040627	0.0580476	0.3232770	0.3276637	0.5978420	0.4665519	0.5127978	0.1975742	0.3636588	0.1649404	0.3164679	0.3209562	0.4679843	0.3326586	0.5812873	0.5610261	0.6640309	0.2251184	0.2960211	0.5106814	0.2991467	0.1289475	0.5605022	0.6422942	0.3846853	0.3388151
300	0.3105444	0.3116283	0.6620276	0.6974328	0.6425235	0.8443335	0.3398469	0.6435350	0.1390561	0.6632596	0.8105331	0.5179143	0.0157280	0.2842032	0.4472224	0.0001816	0.5907290	0.6027334	0.6049741	0.7715918	0.6835955	0.2244554	0.7089206	0.5479000	0.7181398	0.1074717	0.3365084	0.3612808	0.4456170	0.3301102	0.5819850	0.2677616	0.4643788	0.1573018	0.2868459	0.2565131	0.4311647	0.3337825	0.7336662	0.5178446	0.7191112	0.3301044	0.4062706	0.3942704	0.3665907	0.1027212	0.6103061	0.6057011	0.3302482	0.4164693
350	0.2201146	0.3799666	0.6652044	0.6490318	0.6199798	0.7392794	0.2897571	0.6590352	0.0710653	0.7098690	0.6771206	0.4548897	0.0055419	0.2017214	0.5038087	0.0257267	0.6740603	0.6800739	0.5405267	0.7586841	0.7154023	0.2598314	0.7267909	0.6697187	0.7478314	0.0988833	0.3161130	0.2412341	0.4245539	0.4569275	0.5137900	0.2730867	0.3614491	0.2531864	0.2090468	0.2485183	0.5211961	0.3722999	0.7526796	0.5580289	0.7713421	0.3254180	0.4939656	0.4593439	0.3923734	0.1084649	0.7032207	0.6471533	0.3123369	0.3715088
400	0.2532041	0.3378668	0.7017197	0.6762479	0.6649351	0.5876301	0.2205656	0.6616147	0.0687024	0.7251183	0.7173288	0.4208086	0.0077715	0.2979132	0.5664649	0.0046441	0.6719869	0.8402872	0.5219243	0.7368511	0.6524787	0.2517391	0.6823618	0.6750578	0.6716302	0.1270582	0.2657946	0.3471468	0.5228840	0.3554519	0.5735649	0.2734014	0.3540523	0.1863688	0.2898629	0.2432496	0.4638919	0.3476260	0.6348710	0.4166717	0.7145853	0.3858930	0.4206803	0.4829062	0.4279453	0.0940245	0.6863691	0.6966959	0.3443876	0.3051130
450	0.2651357	0.2855485	0.6753455	0.8723950	0.5775544	0.6190893	0.2660857	0.6339747	0.0638171	0.6955711	0.6962478	0.3637302	0.0023032	0.2590023	0.5613423	0.0039398	0.7601018	0.6297835	0.5499241	0.7565124	0.6497041	0.2958343	0.6258926	0.4944868	0.8792395	0.1104925	0.3371875	0.3534841	0.5612861	0.3589589	0.5062458	0.2223285	0.3099737	0.1831896	0.2507322	0.2794162	0.5220665	0.4225310	0.6141598	0.5386067	0.6841284	0.2654537	0.3259509	0.5474993	0.3721636	0.0898619	0.6351331	0.7059177	0.3385245	0.2623392
500	0.2146083	0.3016866	0.5682445	0.7224585	0.6264738	0.6210730	0.2772019	0.5937626	0.0804068	0.6923308	0.7773507	0.5259287	0.0196655	0.2373843	0.4873281	0.0090205	0.6779216	0.7763439	0.5478333	0.8549127	0.7193509	0.3137580	0.5362531	0.5250143	0.6936246	0.1759290	0.3085735	0.2911222	0.5263881	0.5950122	0.4891952	0.1662614	0.2956028	0.1213780	0.2564345	0.2648008	0.4760872	0.3802654	0.7238288	0.4529768	0.5937344	0.2957757	0.3299625	0.5529288	0.5888453	0.1104175	0.6053338	0.8217248	0.3222327	0.3909562
550	0.1878532	0.3526184	0.5870217	0.8087245	0.3142642	0.5702041	0.2521039	0.6205960	0.2695558	0.6945235	0.6419425	0.6976911	0.4334117	0.3778558	0.5217989	0.1829684	0.5797785	0.7218875	0.4359696	0.6293426	0.7131148	0.2836250	0.6301808	0.6051276	0.7184296	0.1219271	0.1927131	0.2469843	0.5031950	0.6702367	0.5265104	0.1629091	0.1154662	0.1132540	0.2681943	0.2400355	0.4668289	0.3320186	0.7433593	0.4788974	0.5708722	0.3418451	0.3351201	0.5014740	0.4320331	0.1170759	0.6342386	0.6163112	0.4182285	0.4190080
600	0.2152084	0.2937235	0.7601932	0.7339742	0.3342787	0.7193133	0.2664109	0.6836663	0.4746114	0.5589526	0.6162052	0.5732380	0.5712478	0.1950822	0.7824685	0.2278807	0.6246582	0.6723177	0.3663978	0.7480013	0.6664187	0.2392927	0.5848750	0.7486874	0.6550964	0.1411464	0.2152427	0.3068691	0.5147399	0.6040100	0.5771922	0.2284202	0.1138867	0.1756019	0.2430091	0.2420450	0.4557826	0.2774500	0.6850581	0.4730501	0.5623117	0.2456172	0.3448823	0.4718135	0.4316959	0.2212908	0.5843709	0.4888453	0.5914813	0.4062568
650	0.1922467	0.3039940	0.6517853	0.6348730	0.2216489	0.6512986	0.2578434	0.6701417	0.8847343	0.6117534	0.6425829	0.6463398	0.7126145	0.1593031	0.4759986	0.3401281	0.6626579	0.6466261	0.4424711	0.6995493	0.6284685	0.2555388	0.5749277	0.6510467	0.6579879	0.0698132	0.2368763	0.2865908	0.4902066	0.5565729	0.5936461	0.1394751	0.0772192	0.1873042	0.1823637	0.2274416	0.4392537	0.2760057	0.5502470	0.5146647	0.4021982	0.1802752	0.3575559	0.4800499	0.4718565	0.2190753	0.5482433	0.6355929	0.4555454	0.3807274
700	0.2121123	0.3319861	0.5320221	0.6762438	0.2918400	0.6784062	0.2497225	0.7308118	0.7258757	0.6346642	0.7294904	0.6910617	0.6308790	0.1829159	0.4113676	0.3671526	0.5750798	0.7580684	0.3281299	0.7805999	0.6912160	0.2403243	0.5070355	0.6781074	0.7160878	0.0396264	0.2556787	0.3342756	0.4935874	0.4878048	0.6060910	0.1592671	0.1357431	0.2492334	0.2057617	0.2105962	0.3715034	0.4163652	0.6226582	0.3660852	0.3778460	0.1059028	0.3268309	0.4726620	0.3226734	0.2317492	0.6388386	0.5953166	0.5017046	0.2773272
750	0.2479664	0.2723857	0.6244326	0.7905830	0.2294893	0.7408690	0.1612095	0.6503905	0.7616234	0.5011997	0.6593922	0.7047154	0.7284738	0.1647919	0.5240922	0.2711589	0.6673442	0.6860034	0.3962773	0.7575575	0.6121088	0.2515208	0.6510826	0.6935265	0.6637537	0.0522767	0.1674086	0.2573072	0.4771967	0.5091081	0.5872344	0.1330571	0.1112245	0.3240484	0.1855266	0.2122153	0.5357909	0.2624874	0.7296033	0.3372821	0.4534583	0.0765997	0.3528595	0.5087006	0.2839153	0.2272082	0.8505258	0.7221865	0.6030835	0.3169930
800	0.1872105	0.2978040	0.7273308	0.7155725	0.2840452	0.6654047	0.2123416	0.6274504	0.6455345	0.6398482	0.6586033	0.6944572	0.6796365	0.1684095	0.4575581	0.4743446	0.7092770	0.5899703	0.3394263	0.6812038	0.6236104	0.2857135	0.5905979	0.6687083	0.7055255	0.0379316	0.2254666	0.3736825	0.5173084	0.4841360	0.4946485	0.1617284	0.1463937	0.2329992	0.2801405	0.2498032	0.5157829	0.3818995	0.5752371	0.4400623	0.4421844	0.0426993	0.4968835	0.4958305	0.3604171	0.2323272	0.6282566	0.4994890	0.5345905	0.3846392
850	0.1953237	0.3133532	0.7123465	0.7578597	0.3208175	0.6828539	0.1984912	0.7162404	0.6839734	0.5921875	0.6378150	0.6575581	0.5390714	0.2315172	0.4341105	0.4338932	0.6124273	0.7322067	0.2767187	0.7517418	0.6582856	0.2223680	0.5951621	0.6722725	0.7425858	0.0156264	0.1907750	0.3948964	0.5301529	0.5763148	0.6197850	0.0771058	0.1054390	0.3298253	0.2865385	0.1950843	0.4295373	0.3066219	0.7289504	0.4818020	0.4619116	0.0754553	0.3251857	0.4966344	0.4529665	0.1655724	0.6756473	0.5401488	0.5623984	0.3940510
900	0.2724582	0.1806873	0.7358493	0.6852412	0.2721705	0.7283767	0.2569547	0.7612928	0.6764670	0.5953096	0.6756492	0.5975336	0.6557980	0.2165339	0.5136382	0.4926043	0.6248342	0.6760553	0.2608230	0.7092338	0.7299861	0.2304515	0.6056653	0.6361825	0.5586949	0.0264251	0.2754574	0.2990505	0.5335965	0.5686089	0.4410105	0.0781711	0.0960167	0.2939723	0.2292758	0.2633043	0.5741368	0.2544842	0.6036525	0.4302418	0.3985454	0.0299387	0.2979160	0.5056394	0.3736967	0.2403410	0.5807672	0.6639474	0.6528059	0.3545358
950	0.1467704	0.2108186	0.5286455	0.7288528	0.3872760	0.7396492	0.2263613	0.6703386	0.6343598	0.6314823	0.6754723	0.6978108	0.8114672	0.1648955	0.5161127	0.4319671	0.6440013	0.7282074	0.3420769	0.6398202	0.8635477	0.2954944	0.7513559	0.7029570	0.6928398	0.0367238	0.1708026	0.3499163	0.6381558	0.4833496	0.5062965	0.1425876	0.0952243	0.2215847	0.2560742	0.2960393	0.4940652	0.3101206	0.7430797	0.2780786	0.4317942	0.0559083	0.2881241	0.4806121	0.4239442	0.2654866	0.6222105	0.7008085	0.5481759	0.4363347
1000	0.2006738	0.1758226	0.5899744	0.7586873	0.2507292	0.7784487	0.2960469	0.6883299	0.7024173	0.5042171	0.6736206	0.6699308	0.6542561	0.2501920	0.4713804	0.4259495	0.5139359	0.6436648	0.3909776	0.5734215	0.8265427	0.2090304	0.7515092	0.7475360	0.7109536	0.0530587	0.2222597	0.3004910	0.4618901	0.6239355	0.5229684	0.1331736	0.0870580	0.2382000	0.2835027	0.2232250	0.4771719	0.3046195	0.7767975	0.3495945	0.3986044	0.0471951	0.3481837	0.4593443	0.3587289	0.2091518	0.5246558	0.6071071	0.6479194	0.3971604

0	0.2096375	0.2214369	0.8785454	0.7029700	0.2980848	0.7416541	0.2579403	0.8629016	0.6184756	0.5656532	0.6121331	0.8155109	0.5820271	0.1291711	0.4217289	0.4711673	0.5580237	0.7082819	0.2905101	0.6911658	0.6925736	0.1994243	0.6552068	0.6656619	0.7184038	0.0163548	0.2880268	0.3331916	0.4800828	0.5921707	0.4968575	0.1560329	0.1059977	0.3032692	0.2016442	0.2425246	0.4455467	0.2759642	0.7539168	0.3880496	0.5549229	0.0303877	0.3547414	0.4337408	0.3823612	0.2021192	0.7471761	0.6353670	0.5956784	0.4165132
50	0.2456305	0.3042627	0.6503597	0.6681932	0.3012582	0.6785953	0.2220511	0.7706831	0.7177229	0.5659478	0.6505987	0.7318579	0.5850090	0.1932885	0.5524000	0.1971121	0.7520707	0.6758569	0.2853220	0.6282161	0.2652158	0.2507397	0.2332084	0.6893979	0.6900818	0.0709951	0.4577875	0.3243697	0.6003631	0.6318625	0.5182266	0.1303846	0.0871493	0.5136964	0.2346934	0.2558351	0.3393304	0.4471250	0.6517814	0.3673918	0.5054331	0.0705555	0.4017820	0.6051489	0.4835588	0.2940511	0.6119900	0.5628853	0.3752212	0.4385566
100	0.3641791	0.2797933	0.8103961	0.6699857	0.2401423	0.6816283	0.2148713	0.7793774	0.7077910	0.5127149	0.8058374	0.7368426	0.5120734	0.3308643	0.5602192	0.1579285	0.6455957	0.6301652	0.2546184	0.8647432	0.2838157	0.3097378	0.0912396	0.7326330	0.7604274	0.0618762	0.5120322	0.3677021	0.6820857	0.6669405	0.7378306	0.0848674	0.1939886	0.4780113	0.2391612	0.2296476	0.4596227	0.2181499	0.7107107	0.3132731	0.3887569	0.0340366	0.2417633	0.3876369	0.5493936	0.3887287	0.7516780	0.6740196	0.4241659	0.3901820
150	0.3676452	0.3478395	0.5729280	0.7376454	0.2313234	0.7026506	0.2592720	0.5903482	0.5015817	0.5870215	0.6134070	0.6359638	0.5185308	0.1829789	0.5564299	0.1535502	0.6911494	0.6361961	0.2153860	0.7522391	0.3666467	0.3432936	0.0538044	0.6647215	0.7504644	0.0056813	0.5163607	0.4142014	0.6586705	0.6745811	0.5343161	0.0689752	0.2789766	0.5573630	0.2507489	0.2290067	0.5377008	0.3156382	0.7879384	0.3694580	0.4403381	0.0750874	0.2847545	0.3248498	0.5922448	0.2267799	0.6205333	0.5454335	0.4051229	0.4824080
200	0.3818760	0.2457361	0.5925900	0.8099733	0.2720622	0.6154775	0.2408889	0.7260391	0.6570486	0.6444503	0.6231345	0.7108370	0.4345904	0.2332899	0.7903614	0.1411447	0.6203888	0.6737905	0.2331009	0.6927171	0.2829962	0.3053057	0.0693307	0.6092153	0.6310060	0.0129266	0.5342356	0.4220091	0.4965333	0.6761695	0.5344808	0.0446479	0.3035598	0.6829032	0.3355346	0.1118514	0.5023975	0.1967963	0.6349643	0.3185579	0.7000377	0.0737320	0.2046099	0.2989491	0.6283506	0.2363182	0.6489019	0.5410811	0.3320185	0.4712731
250	0.4311159	0.2907513	0.5605026	0.5952372	0.2323565	0.6832601	0.1964901	0.7622343	0.7582187	0.6336071	0.6714769	0.7382895	0.3842779	0.3266864	0.6968819	0.1656448	0.6825611	0.6958537	0.2304099	0.6648459	0.2689680	0.4040948	0.0451130	0.6511521	0.6272725	0.0062574	0.5832106	0.3885938	0.6475533	0.6789798	0.5504411	0.0704225	0.3330476	0.6422473	0.2118852	0.0903321	0.3398986	0.2016763	0.6455256	0.2925482	0.4932799	0.0714383	0.1223904	0.3242804	0.5689971	0.2329098	0.6935037	0.6189396	0.3416757	0.5342646
300	0.4100445	0.2974145	0.7426249	0.7085948	0.4453524	0.7510637	0.2278710	0.7227048	0.4934860	0.5913331	0.6278409	0.6441254	0.4589137	0.2735972	0.6049440	0.2783972	0.6861710	0.7123071	0.3336996	0.6562480	0.2633921	0.3088172	0.0415222	0.6239180	0.7320386	0.0178779	0.4205054	0.3534648	0.6517802	0.7219675	0.5612030	0.0626594	0.2009838	0.5076137	0.1956251	0.0774930	0.5358041	0.2694437	0.5578223	0.3059602	0.5820294	0.0726500	0.1494777	0.3941612	0.6583687	0.2540338	0.7605654	0.5767356	0.3577721	0.5564125
350	0.4670801	0.3053295	0.5960906	0.6354399	0.3714148	0.5996352	0.2189277	0.6654329	0.7431547	0.6650364	0.7267674	0.7187090	0.4438517	0.1995817	0.7445170	0.1767758	0.7121739	0.7302727	0.3063474	0.8471433	0.3489894	0.3016317	0.0228664	0.7029926	0.7529497	0.0166750	0.5925234	0.4333710	0.6203982	0.5528781	0.6177629	0.0420407	0.2261919	0.6645625	0.1930122	0.0956075	0.3899464	0.2570673	0.6835533	0.3396402	0.4816173	0.1125928	0.1377254	0.3407781	0.5261438	0.2608326	0.5916972	0.5265773	0.3886989	0.6108647
400	0.4164470	0.2538958	0.5628437	0.6413559	0.3479989	0.7074379	0.2189122	0.6077231	0.6591432	0.6783147	0.8468833	0.7093615	0.4626438	0.2091230	0.6261063	0.2850068	0.6190788	0.5956451	0.2927558	0.7204351	0.3365566	0.5143527	0.0247503	0.7792091	0.6774388	0.0174146	0.4845586	0.3494819	0.6200371	0.5828441	0.4952498	0.0453554	0.1920923	0.6586353	0.2985418	0.1201777	0.5217356	0.2937222	0.7447306	0.4116803	0.4615724	0.0420939	0.1061097	0.3854956	0.6404213	0.2062764	0.5443164	0.4956068	0.4468903	0.5461261
450	0.4476018	0.2889920	0.6115989	0.8420832	0.2960511	0.7823578	0.2517195	0.6334453	0.7015066	0.6081960	0.7087029	0.7849765	0.4282458	0.2170690	0.6286974	0.1889182	0.6349337	0.7266145	0.2442751	0.8250076	0.2612825	0.3283214	0.0276852	0.6797478	0.8580111	0.0206643	0.4722679	0.2652397	0.6263102	0.6996910	0.4999296	0.0607633	0.1809532	0.6476635	0.2253337	0.0794155	0.4970434	0.3145110	0.6619440	0.2971407	0.4750559	0.0243834	0.0962046	0.3999727	0.5830004	0.2445520	0.6552504	0.5999738	0.3692572	0.5364518
500	0.5247308	0.2669967	0.5703689	0.6863289	0.3058198	0.6692936	0.1912884	0.7014040	0.7355573	0.5933675	0.6645441	0.6971461	0.4009328	0.3117997	0.7227713	0.2020353	0.6704993	0.6458420	0.2318457	0.7210221	0.2850312	0.3364930	0.0579471	0.8555474	0.8744505	0.0227356	0.4703585	0.3639371	0.7546654	0.6041743	0.6137527	0.0538070	0.2132206	0.5295488	0.2292354	0.0706476	0.3806790	0.2739076	0.7572506	0.2666645	0.4032068	0.0630032	0.0834579	0.4513305	0.6383487	0.1991668	0.7013061	0.5434378	0.4149438	0.5633527
550	0.4600816	0.3821520	0.7225766	0.7487809	0.3884039	0.6630264	0.3426079	0.7306914	0.6666989	0.6516796	0.6618344	0.6663863	0.5478377	0.1817936	0.4679479	0.5342995	0.6335059	0.6165176	0.3151761	0.7213113	0.5871088	0.3354788	0.3037865	0.6369013	0.6600920	0.0404400	0.1959189	0.3517089	0.5734055	0.6412725	0.5560756	0.1044973	0.2391525	0.3228619	0.2193424	0.0363692	0.5098590	0.2014715	0.6557770	0.2752962	0.5727764	0.0454159	0.1802441	0.3353551	0.5627897	0.0644399	0.6639017	0.6453862	0.5339108	0.3294058
600	0.4086164	0.2615571	0.6851502	0.6881218	0.3825578	0.7161456	0.2132542	0.7726692	0.7242005	0.5681493	0.7195843	0.7489519	0.6286155	0.1932651	0.4302343	0.3777699	0.5688871	0.7724966	0.3793752	0.7834753	0.6705952	0.3682260	0.4434382	0.6905052	0.7686372	0.0369492	0.1939428	0.3391762	0.5043356	0.5380255	0.5238510	0.1387861	0.1681818	0.3187755	0.1746987	0.0523761	0.4216474	0.3081564	0.7215870	0.2602162	0.4935461	0.0759387	0.3059180	0.3805052	0.5973677	0.0188175	0.6867510	0.5614052	0.5560549	0.4175163
650	0.3493275	0.2117233	0.6589481	0.5087808	0.3024780	0.7146712	0.2119016	0.5412958	0.7029852	0.5842734	0.7142905	0.7243042	0.7616120	0.1277365	0.4172075	0.4716478	0.6167285	0.6702394	0.4337319	0.7445845	0.7144935	0.2904696	0.5344580	0.6975120	0.7024107	0.0402940	0.1698429	0.3171703	0.5441227	0.5473939	0.5252062	0.1275474	0.1529361	0.2395535	0.2026796	0.0847306	0.4276626	0.3018648	0.5628584	0.4326742	0.4478652	0.0691257	0.3317411	0.4369303	0.6376005	0.0305508	0.6205398	0.6159211	0.6767574	0.5067478
700	0.2744031	0.3099191	0.5903976	0.7257885	0.3571997	0.6454575	0.2105695	0.6341356	0.6163775	0.6135873	0.6658006	0.6095694	0.7774716	0.1369079	0.4843052	0.4174980	0.7274432	0.7495021	0.3815554	0.6866208	0.7975603	0.2565996	0.5963895	0.7779571	0.5959648	0.0503053	0.2175188	0.3021083	0.6251207	0.5541296	0.5354084	0.0976423	0.1929509	0.3203594	0.2020495	0.1297249	0.5572512	0.3119444	0.7138922	0.2921335	0.5615782	0.0231261	0.3915934	0.4987845	0.4643284	0.0363127	0.6257121	0.7113745	0.4951490	0.3514218
750	0.2459525	0.3331512	0.6765705	0.6966556	0.2780931	0.7698121	0.2730489	0.6653293	0.7825025	0.6576365	0.6924737	0.7068027	0.7282747	0.1608074	0.4068744	0.3776903	0.5032141	0.6609565	0.4128056	0.6499365	0.6436450	0.2380553	0.5804041	0.8250765	0.6450426	0.0490482	0.2007815	0.3055272	0.5803156	0.5021230	0.5634571	0.1479680	0.1488442	0.3594635	0.2383731	0.1450876	0.3796244	0.2616723	0.6726936	0.4187729	0.4843863	0.0579344	0.3354565	0.5237172	0.3919081	0.0896609	0.5149632	0.5547664	0.4722902	0.4488803
800	0.2327371	0.3981841	0.6367925	0.5722234	0.3208855	0.7597584	0.2274257	0.7176943	0.7362068	0.5559901	0.6747804	0.5487973	0.6746646	0.1200845	0.5223397	0.4168814	0.5886867	0.6432127	0.3995343	0.7033783	0.7166944	0.2479727	0.6143381	0.8315797	0.7306187	0.0293597	0.1408437	0.3007057	0.5184906	0.6118938	0.5583636	0.1012475	0.1768288	0.3372396	0.2798611	0.2460242	0.4576570	0.2726934	0.7409580	0.4330630	0.4624300	0.0482989	0.3073938	0.4057852	0.5485363	0.1964314	0.6445845	0.5615879	0.4917694	0.4340978
850	0.1708349	0.2309503	0.6752535	0.6864870	0.3381308	0.7314184	0.2400772	0.7212485	0.6737485	0.6747196	0.7722681	0.6823943	0.7260001	0.1830539	0.4515614	0.4232944	0.7026198	0.7425075	0.3717530	0.6677757	0.6731313	0.2686154	0.6847124	0.6666757	0.6151997	0.0466666	0.2256595	0.3816319	0.6334648	0.4987659	0.5402370	0.0871640	0.1560486	0.2903552	0.2106197	0.2200691	0.5212700	0.3419509	0.6077691	0.4068001	0.5467036	0.0537552	0.3183893	0.4354078	0.6246349	0.1744591	0.5027973	0.6505435	0.5392326	0.4269478
900	0.1595528	0.2703684	0.7164822	0.7814754	0.2843671	0.7315489	0.1821073	0.6077734	0.6382934	0.6729916	0.6169190	0.7317096	0.6833378	0.1676014	0.4586610	0.3634194	0.7290437	0.5754796	0.4672241	0.6191047	0.7280328	0.2508952	0.5441478	0.7509404	0.6884983	0.0425306	0.1925536	0.3078761	0.6723730	0.5686812	0.5961373	0.1221256	0.1551357	0.3361725	0.2928430	0.2189217	0.5117943	0.3124745	0.7547633	0.3784126	0.4559149	0.0650370	0.3120806	0.3932947	0.3929440	0.2567906	0.5392330	0.5961045	0.4586762	0.5235195
950	0.2378801	0.2860027	0.6618258	0.8127956	0.2320279	0.6594483	0.1594292	0.6751022	0.6766814	0.7317008	0.6731364	0.6865390	0.6908642	0.1320546	0.4767405	0.4248582	0.6270663	0.6601667	0.3608486	0.5856850	0.6838918	0.2797916	0.6195262	0.6640060	0.6142080	0.0485525	0.2651665	0.4245836	0.5726947	0.6672495	0.6062983	0.0829778	0.1533675	0.2441859	0.1930168	0.3142894	0.4973562	0.2250605	0.6437502	0.3873746	0.5402764	0.0647031	0.3074778	0.5087370	0.3689404	0.2305347	0.5987288	0.5277605	0.5080351	0.3894172
1000	0.2248044	0.2766992	0.6364221	0.7704655	0.2600928	0.7030474	0.1721002	0.6988176	0.7709570	0.6319620	0.7037860	0.6250347	0.7239574	0.1617876	0.4264637	0.3919107	0.7024130	0.8157801	0.4401285	0.7726840	0.6506012	0.2649518	0.6035808	0.6867115	0.7539201	0.0547870	0.2878782	0.2868049	0.5366832	0.5244149	0.8024243	0.1151945	0.1608998	0.2718301	0.2430656	0.2401191	0.4438473	0.2997068	0.8827898	0.4241530	0.5767469	0.0872205	0.3315699	0.4056845	0.4616621	0.1723447	0.6510679	0.6185436	0.5237425	0.3684308

0	0.2298637	0.2315127	0.6533701	0.7400728	0.3066416	0.6209808	0.2556228	0.7175351	0.8511824	0.5995616	0.6606640	0.7856736	0.6210471	0.1406322	0.4893825	0.4449469	0.6064025	0.8224766	0.2560965	0.7447966	0.6166502	0.2423692	0.6275293	0.7374958	0.5454371	0.0199386	0.2718162	0.3966871	0.5369233	0.5096882	0.5251343	0.1996804	0.1628947	0.3135587	0.2474762	0.2090588	0.4489130	0.3273187	0.7020715	0.4304970	0.4294022	0.0551811	0.3581671	0.4146800	0.4511971	0.1721367	0.7344464	0.5389455	0.5996274	0.3796889
50	0.3901221	0.2175084	0.5726356	0.6763106	0.1882358	0.6431635	0.3438889	0.7644580	0.8419105	0.6406714	0.5360720	0.4400523	0.7416577	0.1979976	0.2821770	0.1752494	0.6927244	0.6708832	0.4099392	0.6577575	0.7039081	0.0980482	0.6304525	0.2931338	0.4008174	0.0314560	0.2563770	0.3858259	0.5521314	0.5232011	0.5519450	0.1098603	0.1696348	0.5234409	0.2754907	0.2954048	0.4116583	0.3027543	0.6440092	0.4095648	0.4076405	0.0707468	0.4313918	0.4060256	0.2605826	0.0981874	0.5480587	0.6385354	0.4991702	0.5650233
100	0.4008443	0.2351231	0.6339992	0.7926422	0.1046148	0.7250050	0.5075216	0.6439011	0.5978442	0.5888734	0.4517384	0.4075057	0.6688544	0.1689350	0.2655742	0.1472903	0.7387168	0.6740291	0.3230872	0.7585065	0.7219546	0.0382020	0.7832242	0.0900702	0.4172548	0.0258756	0.2211086	0.3509113	0.5242022	0.5532352	0.6040322	0.0982088	0.1284228	0.6189472	0.3104576	0.1748368	0.5987348	0.3542844	0.6721758	0.3294569	0.4209979	0.0622763	0.4500287	0.3860847	0.1897252	0.0296349	0.6397473	0.7410996	0.5656241	0.4365012
150	0.3984281	0.1660249	0.5566056	0.6949801	0.0834186	0.7617606	0.5870052	0.6946789	0.7711254	0.6654438	0.4651814	0.3124043	0.7503507	0.2134818	0.2928723	0.0770159	0.6077147	0.6150671	0.3033680	0.6636979	0.6874852	0.0298586	0.7416055	0.0312930	0.3083957	0.0084744	0.3184668	0.4520492	0.5871688	0.4433070	0.7121696	0.1314782	0.2596476	0.5960117	0.2083932	0.1262404	0.5333146	0.3369805	0.7918290	0.4275833	0.4935228	0.0891962	0.4077092	0.3751637	0.1529765	0.0279504	0.6488780	0.7636934	0.5332077	0.4761250
200	0.5083059	0.2234282	0.5590131	0.6501843	0.0616179	0.6438765	0.6683090	0.7808482	0.6435017	0.6554086	0.5266374	0.3472649	0.6166467	0.1083773	0.1957757	0.0667858	0.6696159	0.7045486	0.2991442	0.7230929	0.6286341	0.0334199	0.6861117	0.0039543	0.4022973	0.0158339	0.2686938	0.5143065	0.6947299	0.4127230	0.7021895	0.1012480	0.2311808	0.5656172	0.1962059	0.0704024	0.5010355	0.4715241	0.7355491	0.2927963	0.4534298	0.0767382	0.5368410	0.3059579	0.0624774	0.0103860	0.8127013	0.6881567	0.4697453	0.6848460
